,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מחיר אריזה למתכון,,,,,,,,₪0.00,,,,מחיר אריזה למוצר,,,,,,,,₪0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,לייבור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,עובד,,,,,,,,,,שעות,,,,עלות שעה,,,,,מחיר עבודה למתכון,,,,,מחיר עבודה למוצר,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 .,מוריה פלדמן,,,,,,,,,0.5,,,, ₪ ,54.00,,,, ₪ ,27.00,,,, ₪ ,1.80,,,,,,,,,,,,,,,,,,,,,,
,2 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,3 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,4 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,5 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,6 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,7 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,8 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,9 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,10 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מחיר עובדים למתכון,,,,,,,,₪27.00,,,,מחיר עובדים למוצר,,,,,,,,₪1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מחיר מתכון כולל,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ₪ ,#N/A,,,,,
,שם מוצר,,,,,,בריוש שוקולד ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מחיר מוצר,,,,,,,,
,כמות מוצרים סופיים למתכון,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,, ₪ ,#N/A,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מחיר מכירה,,,,,,,,,,,,,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,הרכב מחיר,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עלות,,,למתכון,,,למוצר,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מוצרים,,, ₪ ,4.91,, ₪ ,4.91,
,,,,,,,,,,,,,,הרכב מוצרים,,,,,,,,,,,,,,,,,,,,,,,,,,אריזה,,, ₪ ,#N/A,, ₪ ,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עובדים,,, ₪ ,27.00,, ₪ ,27.00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,חומר גלם,,,,,,,,מחיר ליחידה,,,,כמות במתכון,,,,,מחיר למתכון,,,,מחיר למוצר,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 .,קמח 55 טריו מנופה (נ.א) 5 ק״ג ,,,,,,, ₪ ,7.80,,,0.63,,,,, ₪ ,4.91,,, ₪ ,4.91,,,,,,,,,,,,,,,,,,,,,,,,,
,2 .,נוזל ביצים מעורב,,,,,,, ₪ ,17.14,,,,,,,, ₪ ,,,, ₪ ,,,,,,,,,,,,,,,,,,,,,,,,,,
,3 .,סוכר לבן א 25.בשק,,,,,,, ₪ ,4.00,,,,,,,, ₪ ,,,, ₪ ,,,,,,,,,,,,,,,,,מחיר מכירה,,,,,,,, ₪ ,5.98
,4 .,חלב קרטון 3% ( גד ) ,,,,,,, ₪ ,5.23,,,,,,,, ₪ ,,,, ₪ ,,,,,,,,,,,,,,,,,,,,,,,,,,
,5 .,שמנת 15% 500 מ''ל ( גד ) ,,,,,,, ₪ ,4.93,,,,,,,, ₪ ,,,, ₪ ,,,,,,,,,,,,,,,,,,,,,,,,,,
,6 .,מלח חבילות ארוז 12,,,,,,, ₪ ,1.73,,,,,,,, ₪ ,,,, ₪ ,,,,,,,,,,,,,,,,,,,,,,,,,,
,7 .,שמרים יבשים 500 גרם - פליישמן,,,,,,, ₪ ,7.90,,,,,,,, ₪ ,,,, ₪ ,,,,,,,,,,,,,,,,,,,הכנסה,,,, ₪ ,5.98,,
,8 .,חמאה אירית 10 ק''ג ( גד ),,,,,,, ₪ ,27.00,,,,,,,, ₪ ,,,, ₪ ,,,,,,,,,,,,,,,,,,,הוצאה למוצר,,,, ₪ ,#N/A,,
,9 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,רווח למוצר,,,, ₪ ,#N/A,,
,10 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,11 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,12 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,13 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,14 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,שולי רווח,,,,,,,,
,15 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,
,16 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,17 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,18 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,19 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,20 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מחיר מוצרי גלם למתכון,,,,,,,,₪4.91,,,,מחיר מוצרי גלם למוצר,,,,,,,,₪4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,אריזה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מוצר אריזה,,,,,,,,מחיר לאריזה,,,,כמות באריזה,,,,,מחיר ליחידה,,,,יחידות למתכון,,,,,מחיר למתכון,,,,מחיר למוצר,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 .,שקית נייר,,,,,,, ₪ ,#N/A,,,#N/A,,,,, ₪ ,#N/A,,,17,,,,, ₪ ,#N/A,,, ₪ ,#N/A,,,,,,,,,,,,,,,,
,2 .,מפית נייר 40/40 דו-שכבתי קיפול ספר לבן,,,,,,, ₪ ,129.27,,,,,,,, ₪ ,,,,,,,,, ₪ ,0.00,,, ₪ ,0.00,,,,,,,,,,,,,,,,
,3 .,,,,,,,,  ,,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,
,4 .,,,,,,,,  ,,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,
,5 .,,,,,,,,  ,,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,
,6 .,,,,,,,,  ,,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,
,7 .,,,,,,,,  ,,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,
,8 .,,,,,,,,  ,,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,
,9 .,,,,,,,,  ,,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,
,10 .,,,,,,,,  ,,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מחיר אריזה למתכון,,,,,,,,#N/A,,,,מחיר אריזה למוצר,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,לייבור,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,עובד,,,,,,,,,,שעות,,,,עלות שעה,,,,,מחיר עבודה למתכון,,,,,מחיר עבודה למוצר,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 .,מוריה פלדמן,,,,,,,,,0.5,,,, ₪ ,54.00,,,, ₪ ,27.00,,,, ₪ ,27.00,,,,,,,,,,,,,,,,,,,,,,
,2 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,3 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,4 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,5 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,6 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,7 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,8 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,9 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,10 .,,,,,,,,,,,,,,  ,,,,,  ,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מחיר עובדים למתכון,,,,,,,,₪27.00,,,,מחיר עובדים למוצר,,,,,,,,₪27.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מחיר מתכון כולל,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ₪ ,#N/A,,,,,
,שם מוצר,,,,,,לחם כוסמין ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מחיר מוצר,,,,,,,,
,כמות מוצרים סופיים למתכון,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,, ₪ ,#N/A,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מחיר מכירה,,,,,,,,,,,,,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,הרכב מחיר,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עלות,,,למתכון,,,למוצר,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מוצרים,,, ₪ ,43.63,, ₪ ,43.63,
,,,,,,,,,,,,,,הרכב מוצרים,,,,,,,,,,,,,,,,,,,,,,,,,,אריזה,,, ₪ ,#N/A,, ₪ ,#N/A,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עובדים,,, ₪ ,27.00,, ₪ ,27.00,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,חומר גלם,,,,,,,,מחיר ליחידה,,,,כמות במתכון,,,,,מחיר למתכון,,,,מחיר למוצר,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 .,קמח אמר מנופה (נ.א) 1 ק״ג ,,,,,,, ₪ ,12.50,,,1.16,,,,, ₪ ,14.50,,, ₪ ,14.50,,,,,,,,,,,,,,,,,,,,,,,,,
,2 .,קמח כוסמין 70% מלא (נ.א) 5 ק״ג ,,,,,,, ₪ ,9.10,,,1.16,,,,, ₪ ,10.56,,, ₪ ,10.56,,,,,,,,,,,,,,,,,,,,,,,,,
,3 .,קמח כוסמין מלא מנופה (נ.א) 5 ק״ג ,,,,,,, ₪ ,9.10,,,0.77,,,,, ₪ ,7.01,,, ₪ ,7.01,,,,,,,,,,,,,,,,מחיר מכירה,,,,,,,, ₪ ,5.98
,4 .,מחמצת ,,,,,,, ₪ ,8.00,,,1.16,,,,, ₪ ,9.28,,, ₪ ,9.28,,,,,,,,,,,,,,,,,,,,,,,,,
,5 .,מלח חבילות ארוז 12,,,,,,, ₪ ,1.73,,,0.07,,,,, ₪ ,0.12,,, ₪ ,0.12,,,,,,,,,,,,,,,,,,,,,,,,,
,6 .,מים,,,,,,, ₪ ,1.00,,,2.17,,,,, ₪ ,2.17,,, ₪ ,2.17,,,,,,,,,,,,,,,,,,,,,,,,,
,7 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,הכנסה,,,, ₪ ,5.98,,
,8 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,הוצאה למוצר,,,, ₪ ,#N/A,,
,9 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,רווח למוצר,,,, ₪ ,#N/A,,
,10 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,11 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,12 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,13 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,14 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,שולי רווח,,,,,,,,
,15 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,
,16 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,17 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,18 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,19 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,20 .,,,,,,,,  ,,,,,,,,,  ,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,מחיר מוצרי גלם למתכון,,,,,,,,₪43.63,,,,מחיר מוצרי גלם למוצר,,,,,,,,₪43.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,אריזה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
